Date,Open,High,Low,Close,Volume,Adj Close
1999-10-15,3638.82,3638.82,3638.82,3638.82,000,3638.82
1999-10-14,3695.77,3695.77,3695.77,3695.77,000,3695.77
1999-10-13,3724.40,3724.40,3724.40,3724.40,000,3724.40
1999-10-12,3756.44,3756.44,3756.44,3756.44,000,3756.44
1999-10-11,3789.89,3789.89,3789.89,3789.89,000,3789.89
1999-10-08,3784.32,3784.32,3784.32,3784.32,000,3784.32
1999-10-07,3785.24,3785.24,3785.24,3785.24,000,3785.24
1999-10-06,3752.79,3752.79,3752.79,3752.79,000,3752.79
1999-10-05,3731.23,3731.23,3731.23,3731.23,000,3731.23
1999-10-04,3695.09,3695.09,3695.09,3695.09,000,3695.09
1999-10-01,3642.34,3642.34,3642.34,3642.34,000,3642.34
1999-09-30,3669.71,3669.71,3669.71,3669.71,000,3669.71
1999-09-29,3666.99,3666.99,3666.99,3666.99,000,3666.99
1999-09-28,3673.40,3673.40,3673.40,3673.40,000,3673.40
1999-09-27,3727.93,3727.93,3727.93,3727.93,000,3727.93
1999-09-24,3688.79,3688.79,3688.79,3688.79,000,3688.79
1999-09-23,3750.49,3750.49,3750.49,3750.49,000,3750.49
1999-09-22,3713.41,3713.41,3713.41,3713.41,000,3713.41
1999-09-21,3731.96,3731.96,3731.96,3731.96,000,3731.96
1999-09-20,3782.02,3782.02,3782.02,3782.02,000,3782.02
1999-09-17,3748.75,3748.75,3748.75,3748.75,000,3748.75
1999-09-16,3775.24,3775.24,3775.24,3775.24,000,3775.24
1999-09-15,3816.53,3816.53,3816.53,3816.53,000,3816.53
1999-09-14,3825.86,3825.86,3825.86,3825.86,000,3825.86
1999-09-13,3858.01,3858.01,3858.01,3858.01,000,3858.01
1999-09-10,3887.09,3887.09,3887.09,3887.09,000,3887.09
1999-09-09,3858.15,3858.15,3858.15,3858.15,000,3858.15
1999-09-08,3827.07,3827.07,3827.07,3827.07,000,3827.07
1999-09-07,3834.34,3834.34,3834.34,3834.34,000,3834.34
1999-09-06,3842.59,3842.59,3842.59,3842.59,000,3842.59
1999-09-03,3809.11,3809.11,3809.11,3809.11,000,3809.11
1999-09-02,3718.37,3718.37,3718.37,3718.37,000,3718.37
1999-09-01,3795.62,3795.62,3795.62,3795.62,000,3795.62
1999-08-31,3769.14,3769.14,3769.14,3769.14,000,3769.14
1999-08-30,3837.70,3837.70,3837.70,3837.70,000,3837.70
1999-08-27,3853.48,3853.48,3853.48,3853.48,000,3853.48
1999-08-26,3852.53,3852.53,3852.53,3852.53,000,3852.53
1999-08-25,3856.72,3856.72,3856.72,3856.72,000,3856.72
1999-08-24,3781.30,3781.30,3781.30,3781.30,000,3781.30
1999-08-23,3752.59,3752.59,3752.59,3752.59,000,3752.59
1999-08-20,3715.39,3715.39,3715.39,3715.39,000,3715.39
1999-08-19,3679.48,3679.48,3679.48,3679.48,000,3679.48
1999-08-18,3738.83,3738.83,3738.83,3738.83,000,3738.83
1999-08-17,3747.89,3747.89,3747.89,3747.89,000,3747.89
1999-08-16,3724.68,3724.68,3724.68,3724.68,000,3724.68
1999-08-13,3710.57,3710.57,3710.57,3710.57,000,3710.57
1999-08-12,3640.44,3640.44,3640.44,3640.44,000,3640.44
1999-08-11,3551.39,3551.39,3551.39,3551.39,000,3551.39
1999-08-10,3535.10,3535.10,3535.10,3535.10,000,3535.10
1999-08-09,3585.58,3585.58,3585.58,3585.58,000,3585.58
1999-08-06,3525.47,3525.47,3525.47,3525.47,000,3525.47
1999-08-05,3512.71,3512.71,3512.71,3512.71,000,3512.71
1999-08-04,3590.69,3590.69,3590.69,3590.69,000,3590.69
1999-08-03,3614.05,3614.05,3614.05,3614.05,000,3614.05
1999-08-02,3633.44,3633.44,3633.44,3633.44,000,3633.44
1999-07-30,3638.62,3638.62,3638.62,3638.62,000,3638.62
1999-07-29,3580.19,3580.19,3580.19,3580.19,000,3580.19
1999-07-28,3684.64,3684.64,3684.64,3684.64,000,3684.64
1999-07-27,3687.58,3687.58,3687.58,3687.58,000,3687.58
1999-07-26,3676.91,3676.91,3676.91,3676.91,000,3676.91
1999-07-23,3723.55,3723.55,3723.55,3723.55,000,3723.55
1999-07-22,3762.34,3762.34,3762.34,3762.34,000,3762.34
1999-07-21,3798.69,3798.69,3798.69,3798.69,000,3798.69
1999-07-20,3856.65,3856.65,3856.65,3856.65,000,3856.65
1999-07-19,3946.40,3946.40,3946.40,3946.40,000,3946.40
1999-07-16,3952.20,3952.20,3952.20,3952.20,000,3952.20
1999-07-15,3960.67,3960.67,3960.67,3960.67,000,3960.67
1999-07-14,3922.49,3922.49,3922.49,3922.49,000,3922.49
1999-07-13,3905.52,3905.52,3905.52,3905.52,000,3905.52
1999-07-12,3962.35,3962.35,3962.35,3962.35,000,3962.35
1999-07-09,3962.42,3962.42,3962.42,3962.42,000,3962.42
1999-07-08,3951.00,3951.00,3951.00,3951.00,000,3951.00
1999-07-07,3950.49,3950.49,3950.49,3950.49,000,3950.49
1999-07-06,3968.99,3968.99,3968.99,3968.99,000,3968.99
1999-07-05,3971.84,3971.84,3971.84,3971.84,000,3971.84
1999-07-02,3888.11,3888.11,3888.11,3888.11,000,3888.11
1999-07-01,3865.54,3865.54,3865.54,3865.54,000,3865.54
1999-06-30,3788.66,3788.66,3788.66,3788.66,000,3788.66
1999-06-29,3787.49,3787.49,3787.49,3787.49,000,3787.49
1999-06-28,3766.49,3766.49,3766.49,3766.49,000,3766.49
1999-06-25,3739.81,3739.81,3739.81,3739.81,000,3739.81
1999-06-24,3779.39,3779.39,3779.39,3779.39,000,3779.39
1999-06-23,3828.79,3828.79,3828.79,3828.79,000,3828.79
1999-06-22,3857.06,3857.06,3857.06,3857.06,000,3857.06
1999-06-21,3867.89,3867.89,3867.89,3867.89,000,3867.89
1999-06-18,3822.89,3822.89,3822.89,3822.89,000,3822.89
1999-06-17,3806.55,3806.55,3806.55,3806.55,000,3806.55
1999-06-16,3780.60,3780.60,3780.60,3780.60,000,3780.60
1999-06-15,3742.88,3742.88,3742.88,3742.88,000,3742.88
1999-06-14,3735.77,3735.77,3735.77,3735.77,000,3735.77
1999-06-11,3749.67,3749.67,3749.67,3749.67,000,3749.67
1999-06-10,3706.76,3706.76,3706.76,3706.76,000,3706.76
1999-06-09,3739.07,3739.07,3739.07,3739.07,000,3739.07
1999-06-08,3721.67,3721.67,3721.67,3721.67,000,3721.67
1999-06-07,3717.94,3717.94,3717.94,3717.94,000,3717.94
1999-06-04,3671.42,3671.42,3671.42,3671.42,000,3671.42
1999-06-03,3650.98,3650.98,3650.98,3650.98,000,3650.98
1999-06-02,3615.54,3615.54,3615.54,3615.54,000,3615.54
1999-06-01,3610.59,3610.59,3610.59,3610.59,000,3610.59
1999-05-31,3629.46,3629.46,3629.46,3629.46,000,3629.46
1999-05-28,3602.45,3602.45,3602.45,3602.45,000,3602.45
1999-05-27,3587.16,3587.16,3587.16,3587.16,000,3587.16
1999-05-26,3643.90,3643.90,3643.90,3643.90,000,3643.90
1999-05-25,3634.40,3634.40,3634.40,3634.40,000,3634.40
1999-05-21,3691.31,3691.31,3691.31,3691.31,000,3691.31
1999-05-20,3684.21,3684.21,3684.21,3684.21,000,3684.21
1999-05-19,3653.00,3653.00,3653.00,3653.00,000,3653.00
1999-05-18,3608.77,3608.77,3608.77,3608.77,000,3608.77
1999-05-17,3574.13,3574.13,3574.13,3574.13,000,3574.13
1999-05-14,3643.82,3643.82,3643.82,3643.82,000,3643.82
1999-05-13,3693.62,3693.62,3693.62,3693.62,000,3693.62
1999-05-12,3679.45,3679.45,3679.45,3679.45,000,3679.45
1999-05-11,3702.38,3702.38,3702.38,3702.38,000,3702.38
1999-05-10,3693.41,3693.41,3693.41,3693.41,000,3693.41
1999-05-07,3683.34,3683.34,3683.34,3683.34,000,3683.34
1999-05-06,3700.37,3700.37,3700.37,3700.37,000,3700.37
1999-05-05,3716.13,3716.13,3716.13,3716.13,000,3716.13
1999-05-04,3775.33,3775.33,3775.33,3775.33,000,3775.33
1999-05-03,3776.39,3776.39,3776.39,3776.39,000,3776.39
1999-04-30,3757.87,3757.87,3757.87,3757.87,000,3757.87
1999-04-29,3735.91,3735.91,3735.91,3735.91,000,3735.91
1999-04-28,3743.49,3743.49,3743.49,3743.49,000,3743.49
1999-04-27,3756.20,3756.20,3756.20,3756.20,000,3756.20
1999-04-26,3678.37,3678.37,3678.37,3678.37,000,3678.37
1999-04-23,3662.31,3662.31,3662.31,3662.31,000,3662.31
1999-04-22,3676.61,3676.61,3676.61,3676.61,000,3676.61
1999-04-21,3643.26,3643.26,3643.26,3643.26,000,3643.26
1999-04-20,3613.96,3613.96,3613.96,3613.96,000,3613.96
1999-04-19,3705.63,3705.63,3705.63,3705.63,000,3705.63
1999-04-16,3655.15,3655.15,3655.15,3655.15,000,3655.15
1999-04-15,3652.06,3652.06,3652.06,3652.06,000,3652.06
1999-04-14,3699.33,3699.33,3699.33,3699.33,000,3699.33
1999-04-13,3725.40,3725.40,3725.40,3725.40,000,3725.40
1999-04-12,3690.16,3690.16,3690.16,3690.16,000,3690.16
1999-04-09,3689.61,3689.61,3689.61,3689.61,000,3689.61
1999-04-08,3669.21,3669.21,3669.21,3669.21,000,3669.21
1999-04-07,3659.41,3659.41,3659.41,3659.41,000,3659.41
1999-04-06,3644.76,3644.76,3644.76,3644.76,000,3644.76
1999-04-02,3573.60,3573.60,3573.60,3573.60,000,3573.60
1999-04-01,3573.60,3573.60,3573.60,3573.60,000,3573.60
1999-03-31,3559.86,3559.86,3559.86,3559.86,000,3559.86
1999-03-30,3523.24,3523.24,3523.24,3523.24,000,3523.24
1999-03-29,3536.62,3536.62,3536.62,3536.62,000,3536.62
1999-03-26,3488.15,3488.15,3488.15,3488.15,000,3488.15
1999-03-25,3528.43,3528.43,3528.43,3528.43,000,3528.43
1999-03-24,3472.44,3472.44,3472.44,3472.44,000,3472.44
1999-03-23,3520.64,3520.64,3520.64,3520.64,000,3520.64
1999-03-22,3607.82,3607.82,3607.82,3607.82,000,3607.82
1999-03-19,3633.05,3633.05,3633.05,3633.05,000,3633.05
1999-03-18,3579.21,3579.21,3579.21,3579.21,000,3579.21
1999-03-17,3589.16,3589.16,3589.16,3589.16,000,3589.16
1999-03-16,3606.67,3606.67,3606.67,3606.67,000,3606.67
1999-03-15,3582.78,3582.78,3582.78,3582.78,000,3582.78
1999-03-12,3574.73,3574.73,3574.73,3574.73,000,3574.73
1999-03-11,3521.63,3521.63,3521.63,3521.63,000,3521.63
1999-03-10,3485.05,3485.05,3485.05,3485.05,000,3485.05
1999-03-09,3493.54,3493.54,3493.54,3493.54,000,3493.54
1999-03-08,3495.43,3495.43,3495.43,3495.43,000,3495.43
1999-03-05,3536.64,3536.64,3536.64,3536.64,000,3536.64
1999-03-04,3434.49,3434.49,3434.49,3434.49,000,3434.49
1999-03-03,3393.95,3393.95,3393.95,3393.95,000,3393.95
1999-03-02,3451.18,3451.18,3451.18,3451.18,000,3451.18
1999-03-01,3441.74,3441.74,3441.74,3441.74,000,3441.74
1999-02-26,3484.24,3484.24,3484.24,3484.24,000,3484.24
1999-02-25,3496.27,3496.27,3496.27,3496.27,000,3496.27
1999-02-24,3556.69,3556.69,3556.69,3556.69,000,3556.69
1999-02-23,3537.81,3537.81,3537.81,3537.81,000,3537.81
1999-02-22,3470.89,3470.89,3470.89,3470.89,000,3470.89
1999-02-19,3415.52,3415.52,3415.52,3415.52,000,3415.52
1999-02-18,3380.58,3380.58,3380.58,3380.58,000,3380.58
1999-02-17,3343.04,3343.04,3343.04,3343.04,000,3343.04
1999-02-16,3402.21,3402.21,3402.21,3402.21,000,3402.21
1999-02-15,3414.97,3414.97,3414.97,3414.97,000,3414.97
1999-02-12,3405.68,3405.68,3405.68,3405.68,000,3405.68
1999-02-11,3375.42,3375.42,3375.42,3375.42,000,3375.42
1999-02-10,3325.56,3325.56,3325.56,3325.56,000,3325.56
1999-02-09,3342.58,3342.58,3342.58,3342.58,000,3342.58
1999-02-08,3462.29,3462.29,3462.29,3462.29,000,3462.29
1999-02-05,3489.98,3489.98,3489.98,3489.98,000,3489.98
1999-02-04,3487.08,3487.08,3487.08,3487.08,000,3487.08
1999-02-03,3488.13,3488.13,3488.13,3488.13,000,3488.13
1999-02-02,3541.43,3541.43,3541.43,3541.43,000,3541.43
1999-02-01,3597.04,3597.04,3597.04,3597.04,000,3597.04
1999-01-29,3547.15,3547.15,3547.15,3547.15,000,3547.15
1999-01-28,3511.31,3511.31,3511.31,3511.31,000,3511.31
1999-01-27,3453.70,3453.70,3453.70,3453.70,000,3453.70
1999-01-26,3433.87,3433.87,3433.87,3433.87,000,3433.87
1999-01-25,3428.80,3428.80,3428.80,3428.80,000,3428.80
1999-01-22,3426.11,3426.11,3426.11,3426.11,000,3426.11
1999-01-21,3561.56,3561.56,3561.56,3561.56,000,3561.56
1999-01-20,3601.36,3601.36,3601.36,3601.36,000,3601.36
1999-01-19,3515.69,3515.69,3515.69,3515.69,000,3515.69
1999-01-18,3515.43,3515.43,3515.43,3515.43,000,3515.43
1999-01-15,3426.06,3426.06,3426.06,3426.06,000,3426.06
1999-01-14,3365.43,3365.43,3365.43,3365.43,000,3365.43
1999-01-13,3336.45,3336.45,3336.45,3336.45,000,3336.45
1999-01-12,3502.38,3502.38,3502.38,3502.38,000,3502.38
1999-01-11,3546.40,3546.40,3546.40,3546.40,000,3546.40
1999-01-08,3616.57,3616.57,3616.57,3616.57,000,3616.57
1999-01-07,3627.87,3627.87,3627.87,3627.87,000,3627.87
1999-01-06,3685.36,3685.36,3685.36,3685.36,000,3685.36
1999-01-05,3604.67,3604.67,3604.67,3604.67,000,3604.67
1999-01-04,3543.10,3543.10,3543.10,3543.10,000,3543.10
1998-12-31,3342.32,3342.32,3342.32,3342.32,000,3342.32
1998-12-30,3342.32,3342.32,3342.32,3342.32,000,3342.32
1998-12-29,3354.71,3354.71,3354.71,3354.71,000,3354.71
1998-12-28,3331.51,3331.51,3331.51,3331.51,000,3331.51
1998-12-23,3301.32,3301.32,3301.32,3301.32,000,3301.32
1998-12-22,3248.07,3248.07,3248.07,3248.07,000,3248.07
1998-12-21,3225.60,3225.60,3225.60,3225.60,000,3225.60
1998-12-18,3123.38,3123.38,3123.38,3123.38,000,3123.38
1998-12-17,3148.97,3148.97,3148.97,3148.97,000,3148.97
1998-12-16,3114.53,3114.53,3114.53,3114.53,000,3114.53
1998-12-15,3069.72,3069.72,3069.72,3069.72,000,3069.72
1998-12-14,3045.14,3045.14,3045.14,3045.14,000,3045.14
1998-12-11,3048.92,3048.92,3048.92,3048.92,000,3048.92
1998-12-10,3106.59,3106.59,3106.59,3106.59,000,3106.59
1998-12-09,3111.96,3111.96,3111.96,3111.96,000,3111.96
1998-12-08,3102.99,3102.99,3102.99,3102.99,000,3102.99
1998-12-07,3095.55,3095.55,3095.55,3095.55,000,3095.55
1998-12-04,3079.64,3079.64,3079.64,3079.64,000,3079.64
1998-12-03,3064.55,3064.55,3064.55,3064.55,000,3064.55
1998-12-02,3017.89,3017.89,3017.89,3017.89,000,3017.89
1998-12-01,3056.11,3056.11,3056.11,3056.11,000,3056.11
1998-11-30,3179.09,3179.09,3179.09,3179.09,000,3179.09
1998-11-27,3261.19,3261.19,3261.19,3261.19,000,3261.19
1998-11-26,3230.34,3230.34,3230.34,3230.34,000,3230.34
1998-11-25,3167.24,3167.24,3167.24,3167.24,000,3167.24
1998-11-24,3163.88,3163.88,3163.88,3163.88,000,3163.88
1998-11-23,3194.17,3194.17,3194.17,3194.17,000,3194.17
1998-11-20,3133.49,3133.49,3133.49,3133.49,000,3133.49
1998-11-19,3049.68,3049.68,3049.68,3049.68,000,3049.68
1998-11-18,2974.98,2974.98,2974.98,2974.98,000,2974.98
1998-11-17,2982.07,2982.07,2982.07,2982.07,000,2982.07
1998-11-16,3000.97,3000.97,3000.97,3000.97,000,3000.97
1998-11-13,2924.97,2924.97,2924.97,2924.97,000,2924.97
1998-11-12,2929.19,2929.19,2929.19,2929.19,000,2929.19
1998-11-11,2935.14,2935.14,2935.14,2935.14,000,2935.14
1998-11-10,2918.94,2918.94,2918.94,2918.94,000,2918.94
1998-11-09,2957.79,2957.79,2957.79,2957.79,000,2957.79
1998-11-06,2972.25,2972.25,2972.25,2972.25,000,2972.25
1998-11-05,2975.70,2975.70,2975.70,2975.70,000,2975.70
1998-11-04,3030.34,3030.34,3030.34,3030.34,000,3030.34
1998-11-03,2952.23,2952.23,2952.23,2952.23,000,2952.23
1998-11-02,2952.04,2952.04,2952.04,2952.04,000,2952.04
1998-10-30,2887.11,2887.11,2887.11,2887.11,000,2887.11
1998-10-29,2832.82,2832.82,2832.82,2832.82,000,2832.82
1998-10-28,2845.30,2845.30,2845.30,2845.30,000,2845.30
1998-10-27,2910.10,2910.10,2910.10,2910.10,000,2910.10
1998-10-26,2829.55,2829.55,2829.55,2829.55,000,2829.55
1998-10-23,2806.22,2806.22,2806.22,2806.22,000,2806.22
1998-10-22,2797.33,2797.33,2797.33,2797.33,000,2797.33
1998-10-21,2818.18,2818.18,2818.18,2818.18,000,2818.18
1998-10-20,2863.89,2863.89,2863.89,2863.89,000,2863.89
1998-10-19,2779.79,2779.79,2779.79,2779.79,000,2779.79
1998-10-16,2780.89,2780.89,2780.89,2780.89,000,2780.89
1998-10-15,2741.34,2741.34,2741.34,2741.34,000,2741.34
1998-10-14,2742.95,2742.95,2742.95,2742.95,000,2742.95
1998-10-13,2674.13,2674.13,2674.13,2674.13,000,2674.13
1998-10-12,2628.44,2628.44,2628.44,2628.44,000,2628.44
1998-10-09,2469.87,2469.87,2469.87,2469.87,000,2469.87
1998-10-08,2419.23,2419.23,2419.23,2419.23,000,2419.23
1998-10-07,2541.08,2541.08,2541.08,2541.08,000,2541.08
1998-10-06,2586.69,2586.69,2586.69,2586.69,000,2586.69
1998-10-05,2445.89,2445.89,2445.89,2445.89,000,2445.89
1998-10-02,2488.59,2488.59,2488.59,2488.59,000,2488.59
1998-10-01,2533.07,2533.07,2533.07,2533.07,000,2533.07
1998-09-30,2670.97,2670.97,2670.97,2670.97,000,2670.97
1998-09-29,2760.26,2760.26,2760.26,2760.26,000,2760.26
1998-09-28,2785.63,2785.63,2785.63,2785.63,000,2785.63
1998-09-25,2743.04,2743.04,2743.04,2743.04,000,2743.04
1998-09-24,2789.07,2789.07,2789.07,2789.07,000,2789.07
1998-09-23,2820.29,2820.29,2820.29,2820.29,000,2820.29
1998-09-22,2726.32,2726.32,2726.32,2726.32,000,2726.32
1998-09-21,2658.27,2658.27,2658.27,2658.27,000,2658.27
1998-09-18,2781.69,2781.69,2781.69,2781.69,000,2781.69
1998-09-17,2826.22,2826.22,2826.22,2826.22,000,2826.22
1998-09-16,2971.83,2971.83,2971.83,2971.83,000,2971.83
1998-09-15,2947.01,2947.01,2947.01,2947.01,000,2947.01
1998-09-14,2968.55,2968.55,2968.55,2968.55,000,2968.55
1998-09-11,2890.98,2890.98,2890.98,2890.98,000,2890.98
1998-09-10,2903.71,2903.71,2903.71,2903.71,000,2903.71
1998-09-09,3051.49,3051.49,3051.49,3051.49,000,3051.49
1998-09-08,3105.31,3105.31,3105.31,3105.31,000,3105.31
1998-09-07,3038.09,3038.09,3038.09,3038.09,000,3038.09
1998-09-04,3003.66,3003.66,3003.66,3003.66,000,3003.66
1998-09-03,2971.38,2971.38,2971.38,2971.38,000,2971.38
1998-09-02,3035.73,3035.73,3035.73,3035.73,000,3035.73
1998-09-01,2950.01,2950.01,2950.01,2950.01,000,2950.01
1998-08-31,2978.12,2978.12,2978.12,2978.12,000,2978.12
1998-08-28,3009.74,3009.74,3009.74,3009.74,000,3009.74
1998-08-27,3063.83,3063.83,3063.83,3063.83,000,3063.83
1998-08-26,3186.77,3186.77,3186.77,3186.77,000,3186.77
1998-08-25,3282.91,3282.91,3282.91,3282.91,000,3282.91
1998-08-24,3202.96,3202.96,3202.96,3202.96,000,3202.96
1998-08-21,3209.05,3209.05,3209.05,3209.05,000,3209.05
1998-08-20,3349.23,3349.23,3349.23,3349.23,000,3349.23
1998-08-19,3400.07,3400.07,3400.07,3400.07,000,3400.07
1998-08-18,3389.88,3389.88,3389.88,3389.88,000,3389.88
1998-08-17,3277.21,3277.21,3277.21,3277.21,000,3277.21
1998-08-14,3284.47,3284.47,3284.47,3284.47,000,3284.47
1998-08-13,3240.83,3240.83,3240.83,3240.83,000,3240.83
1998-08-12,3248.14,3248.14,3248.14,3248.14,000,3248.14
1998-08-11,3187.44,3187.44,3187.44,3187.44,000,3187.44
1998-08-10,3282.70,3282.70,3282.70,3282.70,000,3282.70
1998-08-07,3348.61,3348.61,3348.61,3348.61,000,3348.61
1998-08-06,3290.50,3290.50,3290.50,3290.50,000,3290.50
1998-08-05,3344.15,3344.15,3344.15,3344.15,000,3344.15
1998-08-04,3412.66,3412.66,3412.66,3412.66,000,3412.66
1998-08-03,3422.75,3422.75,3422.75,3422.75,000,3422.75
1998-07-31,3480.63,3480.63,3480.63,3480.63,000,3480.63
1998-07-30,3529.50,3529.50,3529.50,3529.50,000,3529.50
1998-07-29,3494.53,3494.53,3494.53,3494.53,000,3494.53
1998-07-28,3499.87,3499.87,3499.87,3499.87,000,3499.87
1998-07-27,3512.62,3512.62,3512.62,3512.62,000,3512.62
1998-07-24,3570.67,3570.67,3570.67,3570.67,000,3570.67
1998-07-23,3582.16,3582.16,3582.16,3582.16,000,3582.16
1998-07-22,3582.12,3582.12,3582.12,3582.12,000,3582.12
1998-07-21,3649.96,3649.96,3649.96,3649.96,000,3649.96
1998-07-20,3670.82,3670.82,3670.82,3670.82,000,3670.82
1998-07-17,3658.48,3658.48,3658.48,3658.48,000,3658.48
1998-07-16,3613.40,3613.40,3613.40,3613.40,000,3613.40
1998-07-15,3602.83,3602.83,3602.83,3602.83,000,3602.83
1998-07-14,3576.68,3576.68,3576.68,3576.68,000,3576.68
1998-07-13,3551.74,3551.74,3551.74,3551.74,000,3551.74
1998-07-10,3532.65,3532.65,3532.65,3532.65,000,3532.65
1998-07-09,3542.20,3542.20,3542.20,3542.20,000,3542.20
1998-07-08,3553.07,3553.07,3553.07,3553.07,000,3553.07
1998-07-07,3530.93,3530.93,3530.93,3530.93,000,3530.93
1998-07-06,3518.79,3518.79,3518.79,3518.79,000,3518.79
1998-07-03,3506.45,3506.45,3506.45,3506.45,000,3506.45
1998-07-02,3471.65,3471.65,3471.65,3471.65,000,3471.65
1998-07-01,3464.96,3464.96,3464.96,3464.96,000,3464.96
1998-06-30,3406.82,3406.82,3406.82,3406.82,000,3406.82
1998-06-29,3431.06,3431.06,3431.06,3431.06,000,3431.06
1998-06-26,3395.41,3395.41,3395.41,3395.41,000,3395.41
1998-06-25,3391.88,3391.88,3391.88,3391.88,000,3391.88
1998-06-24,3330.29,3330.29,3330.29,3330.29,000,3330.29
1998-06-23,3309.48,3309.48,3309.48,3309.48,000,3309.48
1998-06-22,3252.12,3252.12,3252.12,3252.12,000,3252.12
1998-06-19,3258.16,3258.16,3258.16,3258.16,000,3258.16
1998-06-18,3291.14,3291.14,3291.14,3291.14,000,3291.14
1998-06-17,3330.55,3330.55,3330.55,3330.55,000,3330.55
1998-06-16,3269.06,3269.06,3269.06,3269.06,000,3269.06
1998-06-15,3253.91,3253.91,3253.91,3253.91,000,3253.91
1998-06-12,3303.01,3303.01,3303.01,3303.01,000,3303.01
1998-06-11,3393.76,3393.76,3393.76,3393.76,000,3393.76
1998-06-10,3424.65,3424.65,3424.65,3424.65,000,3424.65
1998-06-09,3415.77,3415.77,3415.77,3415.77,000,3415.77
1998-06-08,3443.76,3443.76,3443.76,3443.76,000,3443.76
1998-06-05,3421.55,3421.55,3421.55,3421.55,000,3421.55
1998-06-04,3375.03,3375.03,3375.03,3375.03,000,3375.03
1998-06-03,3399.22,3399.22,3399.22,3399.22,000,3399.22
1998-06-02,3368.29,3368.29,3368.29,3368.29,000,3368.29
1998-05-29,3357.77,3357.77,3357.77,3357.77,000,3357.77
1998-05-28,3338.80,3338.80,3338.80,3338.80,000,3338.80
1998-05-27,3340.51,3340.51,3340.51,3340.51,000,3340.51
1998-05-26,3424.55,3424.55,3424.55,3424.55,000,3424.55
1998-05-25,3422.42,3422.42,3422.42,3422.42,000,3422.42
1998-05-22,3371.39,3371.39,3371.39,3371.39,000,3371.39
1998-05-20,3352.25,3352.25,3352.25,3352.25,000,3352.25
1998-05-19,3313.72,3313.72,3313.72,3313.72,000,3313.72
1998-05-18,3253.33,3253.33,3253.33,3253.33,000,3253.33
1998-05-15,3304.69,3304.69,3304.69,3304.69,000,3304.69
1998-05-14,3305.41,3305.41,3305.41,3305.41,000,3305.41
1998-05-13,3304.42,3304.42,3304.42,3304.42,000,3304.42
1998-05-12,3290.86,3290.86,3290.86,3290.86,000,3290.86
1998-05-11,3327.92,3327.92,3327.92,3327.92,000,3327.92
1998-05-08,3255.78,3255.78,3255.78,3255.78,000,3255.78
1998-05-07,3216.03,3216.03,3216.03,3216.03,000,3216.03
1998-05-06,3262.55,3262.55,3262.55,3262.55,000,3262.55
1998-05-05,3261.38,3261.38,3261.38,3261.38,000,3261.38
1998-05-04,3309.96,3309.96,3309.96,3309.96,000,3309.96
1998-04-30,3195.43,3195.43,3195.43,3195.43,000,3195.43
1998-04-29,3118.37,3118.37,3118.37,3118.37,000,3118.37
1998-04-28,3153.55,3153.55,3153.55,3153.55,000,3153.55
1998-04-27,3061.04,3061.04,3061.04,3061.04,000,3061.04
1998-04-24,3174.18,3174.18,3174.18,3174.18,000,3174.18
1998-04-23,3226.14,3226.14,3226.14,3226.14,000,3226.14
1998-04-22,3272.20,3272.20,3272.20,3272.20,000,3272.20
1998-04-21,3294.93,3294.93,3294.93,3294.93,000,3294.93
1998-04-20,3298.98,3298.98,3298.98,3298.98,000,3298.98
1998-04-17,3267.75,3267.75,3267.75,3267.75,000,3267.75
1998-04-16,3251.87,3251.87,3251.87,3251.87,000,3251.87
1998-04-15,3289.71,3289.71,3289.71,3289.71,000,3289.71
1998-04-14,3283.05,3283.05,3283.05,3283.05,000,3283.05
1998-04-09,3264.15,3264.15,3264.15,3264.15,000,3264.15
1998-04-08,3253.58,3253.58,3253.58,3253.58,000,3253.58
1998-04-07,3286.69,3286.69,3286.69,3286.69,000,3286.69
1998-04-06,3345.86,3345.86,3345.86,3345.86,000,3345.86
1998-04-03,3268.70,3268.70,3268.70,3268.70,000,3268.70
1998-04-02,3230.54,3230.54,3230.54,3230.54,000,3230.54
1998-04-01,3196.05,3196.05,3196.05,3196.05,000,3196.05
1998-03-31,3153.32,3153.32,3153.32,3153.32,000,3153.32
1998-03-30,3137.03,3137.03,3137.03,3137.03,000,3137.03
1998-03-27,3150.90,3150.90,3150.90,3150.90,000,3150.90
1998-03-26,3135.27,3135.27,3135.27,3135.27,000,3135.27
1998-03-25,3179.72,3179.72,3179.72,3179.72,000,3179.72
1998-03-24,3143.37,3143.37,3143.37,3143.37,000,3143.37
1998-03-23,3111.10,3111.10,3111.10,3111.10,000,3111.10
1998-03-20,3086.08,3086.08,3086.08,3086.08,000,3086.08
1998-03-19,3048.63,3048.63,3048.63,3048.63,000,3048.63
1998-03-18,3035.43,3035.43,3035.43,3035.43,000,3035.43
1998-03-17,3053.96,3053.96,3053.96,3053.96,000,3053.96
1998-03-16,3029.49,3029.49,3029.49,3029.49,000,3029.49
1998-03-13,2999.97,2999.97,2999.97,2999.97,000,2999.97
1998-03-12,2967.95,2967.95,2967.95,2967.95,000,2967.95
1998-03-11,2974.45,2974.45,2974.45,2974.45,000,2974.45
